Período;Região;Instituição;Localização Geográfica;Tipo de Especialidade;Doentes Saídos;Dias de Internamento
2017-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Outras Camas;149;4331
2017-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Outras Camas;292;11596
2017-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;516;11288
2017-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Outras Camas;636;5521
2017-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Outras Camas;165;2669
2017-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;83;2053
2017-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Outras Camas;448;7165
2017-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;Outras Camas;1438;31834
2017-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Outras Camas;594;9873
2017-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Outras Camas;194;3943
2017-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Outras Camas;152;3302
2017-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;590;12576
2017-09;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Outras Camas;54;2597
2017-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Outras Camas;120;3923
2017-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Outras Camas;147;3781
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Outras Camas;187;2961
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;94;2306
2017-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Outras Camas;2448;13001
2017-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Outras Camas;898;28356
2017-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Outras Camas;111;2459
2017-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Outras Camas;401;4886
2017-10;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;669;14027
2017-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Outras Camas;102;1435
2017-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;267;4019
2017-11;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Outras Camas;0;2465
2017-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Outras Camas;258;5682
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Outras Camas;1598;43726
2017-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Outras Camas;459;5389
2017-11;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Outras Camas;478;7088
2017-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Outras Camas;702;12344
2017-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Outras Camas;234;4688
2017-11;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;735;15486
2017-11;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Outras Camas;59;3218
2017-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Outras Camas;612;3667
2017-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Outras Camas;1444;22035
2017-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Outras Camas;378;4279
2017-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Outras Camas;877;12980
2017-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;122;2758
2017-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Outras Camas;1111;42834
2017-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Outras Camas;969;4762
2017-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Outras Camas;305;3876
2017-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Outras Camas;262;5155
2017-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Outras Camas;63;3547
2017-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Outras Camas;163;5407
2017-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Outras Camas;129;1710
2017-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Outras Camas;945;8337
2018-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Outras Camas;60;708
2018-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Outras Camas;18;241
2018-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Outras Camas;59;959
2018-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Outras Camas;38;773
2018-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Outras Camas;30;402
2018-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Outras Camas;27;442
2018-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Outras Camas;40;449
2018-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;12;335
2018-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;54;768
2018-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Outras Camas;689;3530
2018-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Outras Camas;31;732
2018-02;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Outras Camas;0;444
2018-02;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Outras Camas;459;3396
2018-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;143;3071
2018-02;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;27;619
2018-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Outras Camas;167;2379
2018-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Outras Camas;418;6059
2018-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;37;881
2018-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Outras Camas;244;3695
2018-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Outras Camas;86;1026
2018-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;41;917
2018-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Outras Camas;201;3663
2018-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Outras Camas;910;6470
2018-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Outras Camas;107;1576
2018-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Outras Camas;259;3473
2018-04;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;49;1122
2018-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Outras Camas;225;3366
2018-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;48;1143
2018-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Outras Camas;89;1962
2018-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;357;7233
2018-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Outras Camas;388;6165
2018-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Outras Camas;135;3025
2018-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;58;1386
2018-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Outras Camas;1879;9722
2018-06;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Outras Camas;232;8794
2018-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Outras Camas;261;3088
2018-06;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;Outras Camas;238;3999
2018-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Outras Camas;152;2299
2018-06;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Outras Camas;828;12187
2018-06;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;68;1713
2018-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Outras Camas;470;7361
2018-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Outras Camas;64;874
2018-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;Outras Camas;131;1917
2018-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Outras Camas;954;14492
2018-07;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;Outras Camas;760;12721
2018-07;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Outras Camas;554;2780
2018-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;Outras Camas;273;4879
2018-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Outras Camas;1118;20984
2018-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Outras Camas;954;16755
2018-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;Outras Camas;427;5853
2018-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Outras Camas;561;4724
2018-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Outras Camas;199;4229
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;78;1925
2018-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;202;3026
2018-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Outras Camas;134;3168
2018-08;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Outras Camas;575;9699
2018-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Outras Camas;135;3247
2018-08;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Outras Camas;1359;23021
2018-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Outras Camas;1055;18843
2018-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Outras Camas;131;4280
2018-08;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Outras Camas;283;3156
2018-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;92;2156
2018-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Outras Camas;440;8029
2018-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Outras Camas;2728;14014
2018-09;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514, -8.4103814;Outras Camas;0;1875
2018-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Outras Camas;1466;17649
2018-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Outras Camas;94;1265
2018-10;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;Outras Camas;559;5942
2018-10;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;Outras Camas;647;12087
2018-10;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Outras Camas;474;2854
2018-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;Outras Camas;1331;23529
2018-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Outras Camas;505;7372
2018-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;251;4102
2018-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;Outras Camas;1527;23117
2018-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;Outras Camas;617;6611
2018-11;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Outras Camas;322;9623
2018-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;Outras Camas;427;15442
2018-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;114;2990
2018-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;280;4472
2018-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;Outras Camas;328;3710
2018-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;Outras Camas;483;5939
2018-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;Outras Camas;291;4706
2018-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;Outras Camas;1887;23447
2018-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;Outras Camas;566;3423
2018-12;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;144;3239
2018-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;Outras Camas;982;15247
2019-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;Outras Camas;49;731
2019-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;23;417
2019-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Outras Camas;43;928
2019-01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;Outras Camas;336;1806
2019-01;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Outras Camas;17;380
2019-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;71;1490
2019-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Outras Camas;204;3411
2019-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;Outras Camas;9;322
2019-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;14;299
2019-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;Outras Camas;29;518
2019-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;Outras Camas;46;547
2019-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;47;823
2019-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;Outras Camas;132;2892
2019-02;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;Outras Camas;8;529
2019-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;Outras Camas;291;4445
2019-02;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;Outras Camas;86;848
2019-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;Outras Camas;37;747
2019-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;Outras Camas;80;1137
2019-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;Outras Camas;151;2559
2019-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015, -8.5933462;Outras Camas;53;1179
2019-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;Outras Camas;690;5116
2019-03;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Outras Camas;63;1106
2019-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;Outras Camas;587;9992
2019-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;Outras Camas;46;1526
2019-03;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;Outras Camas;42;806
2019-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;Outras Camas;100;1587
2019-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;Outras Camas;134;3588
2019-04;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;Outras Camas;320;1673
2019-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;Outras Camas;574;15194
2019-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;Outras Camas;75;1495
